Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,DeliveryDate,RegionManager
6/21/2023,North,Printer,11,577.1,Store C,Retail,0.1,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,6/28/2023,Ryan
6/28/2024,East,Monitor,1,577.07,Store C,Wholesale,0,Frank,548.2165,Online,WINTER15,0,REG101410,Cust 4652,22.97,7/6/2024,Eric
12/1/2024,West,Phone,12,187.8,Store D,Wholesale,0.1,Diana,1915.56,Online,FREESHIP,0,REG101002,Cust 9590,17.74,12/4/2024,Wendy
7/15/2024,East,Chair,1,364.27,Store A,Retail,0,Alice,327.843,Debit Card,WINTER15,0,REG101358,Cust 6409,8.91,7/22/2024,Eric
3/1/2025,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card,SAVE10,0,REG100391,Cust 7226,17.68,3/9/2025,Wendy
12/26/2024,East,Laptop,6,516.66,Store C,Wholesale,0.05,Bob,2944.962,Online,,1,REG100248,Cust 9618,5.15,1/3/2025,Eric
1/26/2025,North,Laptop,3,58.51,Store A,Retail,0,Carlos,166.7535,Cash,WINTER15,0,REG100742,Cust 3564,23.57,1/30/2025,Ryan
5/16/2023,East,Tablet,4,85.16,Store D,Wholesale,0.05,Carlos,306.576,Credit Card,,0,REG100216,Cust 3434,38.51,5/23/2023,Eric
11/22/2024,East,Chair,3,536.97,Store C,Wholesale,0,Carlos,1610.91,Debit Card,,0,REG100683,Cust 8372,13.86,12/1/2024,Eric
3/10/2025,East,Chair,16,504.36,Store D,Wholesale,0.15,Bob,8069.76,Debit Card,,1,REG101287,Cust 9402,11.67,3/13/2025,Eric
5/3/2025,North,Desk,13,420.68,Store D,Wholesale,0.15,Frank,5195.398,Online,,0,REG101252,Cust 1135,24.51,5/11/2025,Ryan
10/31/2023,West,Printer,6,202.97,Store C,Retail,0.05,Eva,1096.038,Gift Card,WINTER15,0,REG100467,Cust 3829,43.55,11/10/2023,Wendy
6/2/2023,East,Printer,4,248.16,Store B,Retail,0.05,Diana,893.376,Credit Card,,1,REG101370,Cust 5638,45.11,6/5/2023,Eric
9/10/2024,East,Laptop,14,85.54,Store B,Wholesale,0.15,Frank,1197.56,Gift Card,FREESHIP,0,REG101279,Cust 2719,16.08,9/14/2024,Eric
10/4/2024,South,Laptop,18,403.53,Store D,Wholesale,0.15,Alice,6537.186,Online,,0,REG100942,Cust 9652,35.73,10/7/2024,Sophie
6/18/2025,East,Desk,4,109.05,Store D,Wholesale,0.05,Diana,436.2,Gift Card,WINTER15,0,REG100399,Cust 4019,21.02,6/24/2025,Eric
6/10/2023,South,Laptop,2,374.59,Store C,Wholesale,0,Carlos,636.803,Online,SAVE10,0,REG100260,Cust 2330,34.64,6/18/2023,Sophie
11/16/2023,West,Monitor,8,493.35,Store A,Retail,0.1,Alice,3552.12,Cash,FREESHIP,1,REG101439,Cust 1376,12.86,11/20/2023,Wendy
10/25/2024,South,Desk,16,249.45,Store C,Wholesale,0.15,Alice,3592.08,Cash,FREESHIP,0,REG101361,Cust 4045,20.92,11/1/2024,Sophie
9/17/2024,South,Laptop,12,596.26,Store D,Wholesale,0.1,Eva,6081.852,Gift Card,WINTER15,0,REG100617,Cust 7937,28.27,9/25/2024,Sophie
2/7/2023,West,Laptop,20,142.52,Store A,Retail,0.2,Eva,2565.36,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,2/12/2023,Wendy
1/30/2024,North,Monitor,11,118.8,Store A,Retail,0.1,Eva,1241.46,Online,SAVE10,0,REG100164,Cust 6649,39.32,2/6/2024,Ryan
4/20/2024,South,Laptop,2,169.62,Store C,Retail,0,Alice,305.316,Debit Card,,0,REG100794,Cust 5939,45.41,4/25/2024,Sophie
2/14/2025,West,Monitor,1,378.35,Store C,Wholesale,0,Diana,359.4325,Cash,FREESHIP,0,REG101048,Cust 3960,20.97,2/17/2025,Wendy
5/5/2024,South,Printer,3,89.72,Store D,Wholesale,0,Alice,242.244,Gift Card,WINTER15,0,REG100941,Cust 6920,32.67,5/13/2024,Sophie
8/1/2024,South,Chair,3,10.93,Store D,Wholesale,0,Eva,27.8715,Cash,FREESHIP,0,REG101028,Cust 6145,19.01,8/10/2024,Sophie
12/16/2023,East,Phone,13,241.4,Store D,Retail,0.15,Carlos,3138.2,Gift Card,SAVE10,0,REG100078,Cust 7230,49.05,12/20/2023,Eric
1/22/2023,West,Phone,13,140.49,Store A,Retail,0.15,Eva,1826.37,Debit Card,SAVE10,0,REG100263,Cust 3599,17.69,1/31/2023,Wendy
5/21/2025,East,Chair,20,129.56,Store A,Retail,0.2,Diana,2202.52,Online,WINTER15,0,REG100084,Cust 2209,40.21,5/23/2025,Eric
6/12/2025,East,Printer,16,459.49,Store A,Wholesale,0.15,Eva,6616.656,Online,SAVE10,0,REG100107,Cust 9092,26.99,6/14/2025,Eric
1/5/2024,South,Monitor,2,371.3,Store B,Wholesale,0,Bob,705.47,Credit Card,SAVE10,0,REG100053,Cust 4944,36.51,1/15/2024,Sophie
10/31/2024,North,Tablet,17,83.26,Store A,Wholesale,0.15,Eva,1203.107,Cash,SAVE10,0,REG100678,Cust 8055,42.68,11/6/2024,Ryan
1/7/2023,East,Desk,13,561.62,Store C,Wholesale,0.15,Frank,6936.007,Gift Card,FREESHIP,0,REG100614,Cust 8391,12.91,1/11/2023,Eric
3/7/2023,South,Desk,10,397.33,Store B,Retail,0.1,Alice,3377.305,Credit Card,,0,REG100415,Cust 6223,10.2,3/13/2023,Sophie
10/10/2024,South,Phone,13,114.03,Store A,Retail,0.15,Bob,1482.39,Cash,,0,REG100317,Cust 5407,43.81,10/16/2024,Sophie
5/10/2023,East,Phone,18,580.42,Store A,Wholesale,0.15,Bob,9925.182,Online,SAVE10,0,REG101426,Cust 4392,37.81,5/17/2023,Eric
2/24/2024,South,Phone,8,350.12,Store C,Retail,0.1,Alice,2800.96,Gift Card,FREESHIP,1,REG100158,Cust 7720,31.65,3/1/2024,Sophie
5/8/2025,North,Monitor,4,559.72,Store D,Retail,0.05,Diana,1903.048,Online,SAVE10,0,REG100034,Cust 3953,41.91,5/12/2025,Ryan
6/28/2025,North,Tablet,13,341.38,Store C,Retail,0.15,Alice,3772.249,Cash,,0,REG100786,Cust 9878,18.2,7/1/2025,Ryan
6/12/2024,North,Phone,8,57.85,Store D,Wholesale,0.1,Frank,462.8,Online,WINTER15,1,REG101102,Cust 3275,49.82,6/20/2024,Ryan
9/12/2024,South,Laptop,1,269.41,Store B,Wholesale,0,Eva,242.469,Cash,WINTER15,1,REG100052,Cust 5702,19.22,9/18/2024,Sophie
3/14/2024,North,Desk,5,165.15,Store A,Retail,0.05,Eva,743.175,Gift Card,,0,REG100048,Cust 2171,20.57,3/16/2024,Ryan
4/2/2025,West,Laptop,2,580.19,Store B,Wholesale,0,Diana,1102.361,Debit Card,WINTER15,0,REG100205,Cust 9697,7.33,4/8/2025,Wendy
