TransactionID,Team,GameDate,GameType,Section,ItemCategory,ItemsPurchased,UnitPrice,TotalSpend,WaitTime_minutes,CustomerType,PaymentMethod,ConcessionStandID,StaffExperience_years,GameAttendance,DayOfWeek
TXN01506,Pittsburgh Penguins,4/16/2026,Regular Season,General,Beverage,3,11.92,31.83,7.5,Single-Game,Mobile Pay,Stand 3,4.4,17163,Tuesday
TXN01507,Philadelphia Flyers,11/18/2025,Regular Season,Suite,Beverage,1,13.47,10.06,4.9,Single-Game,Cash,Stand 1,9.7,18459,Friday
TXN01508,Pittsburgh Penguins,12/3/2025,Regular Season,General,Beverage,1,10.67,13.17,5.1,Season Ticket Holder,Credit Card,Stand 1,6.6,18489,Thursday
TXN01509,Pittsburgh Penguins,2/6/2026,Regular Season,Club,Beverage,1,9.33,17.22,8,Single-Game,Cash,Stand 1,14.7,17002,Thursday
TXN01510,Philadelphia Flyers,3/27/2026,Regular Season,Club,Merchandise,3,34.61,120,3.4,Single-Game,Credit Card,Stand 3,11.6,19180,Thursday
TXN01511,Pittsburgh Penguins,2/22/2026,Regular Season,General,Food,2,7.03,14.53,2.7,Season Ticket Holder,Cash,Stand 1,4,18094,Thursday
TXN01512,Pittsburgh Penguins,10/12/2025,Regular Season,General,Food,2,13.73,28.02,4.8,Season Ticket Holder,Mobile Pay,Stand 2,12.8,17846,Saturday
TXN01513,Philadelphia Flyers,1/11/2026,Regular Season,General,Beverage,1,12.4,5,9.4,Single-Game,Credit Card,Stand 1,4.5,17723,Saturday
TXN01514,Philadelphia Flyers,4/8/2026,Regular Season,General,Beverage,1,13.43,5.52,6.3,Season Ticket Holder,Mobile Pay,Stand 1,8.4,18865,Wednesday
TXN01515,Pittsburgh Penguins,1/18/2026,Playoff,Suite,Merchandise,1,25.04,30.68,8,Single-Game,Credit Card,Stand 4,2,17739,Thursday
TXN01516,Philadelphia Flyers,12/11/2025,Regular Season,Club,Food,2,15.63,39.33,5.8,Single-Game,Credit Card,Stand 4,6.2,18815,Thursday
TXN01517,Philadelphia Flyers,2/18/2026,Regular Season,General,Food,1,10.89,5,3.9,Season Ticket Holder,Credit Card,Stand 3,9,17657,Saturday
TXN01518,Philadelphia Flyers,2/23/2026,Regular Season,Club,Food,1,12.01,14.59,8.3,Single-Game,Credit Card,Stand 1,6.5,18909,Saturday
TXN01519,Pittsburgh Penguins,1/5/2026,Regular Season,General,Beverage,3,13.09,38.6,11.7,Single-Game,Cash,Stand 1,12.2,18036,Friday
TXN01520,Pittsburgh Penguins,11/8/2025,Regular Season,General,Beverage,1,14.87,17.02,6.5,Single-Game,Cash,Stand 4,6.5,19513,Sunday
TXN01521,Pittsburgh Penguins,12/19/2025,Regular Season,General,Merchandise,3,31.98,77.93,3.1,Single-Game,Credit Card,Stand 4,1.2,18073,Saturday
TXN01522,Philadelphia Flyers,3/24/2026,Regular Season,Suite,Merchandise,1,42.94,55.65,1,Season Ticket Holder,Credit Card,Stand 4,12.5,19238,Wednesday
TXN01523,Philadelphia Flyers,12/29/2025,Regular Season,General,Beverage,1,13.53,5,6.3,Season Ticket Holder,Credit Card,Stand 2,14.2,17282,Wednesday
TXN01524,Philadelphia Flyers,1/26/2026,Playoff,General,Beverage,1,9.74,16.58,22.2,Single-Game,Mobile Pay,Stand 4,4.7,19286,Sunday
TXN01525,Philadelphia Flyers,12/31/2025,Regular Season,Club,Beverage,1,16.24,17.2,4,Single-Game,Credit Card,Stand 4,10.1,16809,Saturday
TXN01526,Pittsburgh Penguins,10/18/2025,Regular Season,General,Food,1,9.63,17.37,9.1,Single-Game,Credit Card,Stand 3,12.3,18441,Wednesday
TXN01527,Pittsburgh Penguins,2/2/2026,Regular Season,General,Beverage,2,8.16,19.55,8.1,Season Ticket Holder,Credit Card,Stand 3,0.3,18569,Saturday
TXN01528,Philadelphia Flyers,1/7/2026,Regular Season,General,Food,2,10.11,17.81,8.9,Season Ticket Holder,Credit Card,Stand 3,11.9,18929,Saturday
TXN01529,Philadelphia Flyers,4/7/2026,Playoff,General,Beverage,2,8.16,22.25,10.8,Season Ticket Holder,Credit Card,Stand 4,2.3,17185,Wednesday
TXN01530,Philadelphia Flyers,12/17/2025,Regular Season,General,Food,1,13.98,10.31,4.9,Single-Game,Credit Card,Stand 1,11.8,18128,Friday
TXN01531,Philadelphia Flyers,11/5/2025,Regular Season,Club,Food,2,11.08,17.71,2.8,Season Ticket Holder,Credit Card,Stand 2,1.3,20000,Wednesday
TXN01532,Pittsburgh Penguins,12/22/2025,Regular Season,General,Food,2,8.19,22.56,13.3,Single-Game,Cash,Stand 1,7.8,17212,Tuesday
TXN01533,Philadelphia Flyers,2/5/2026,Playoff,Club,Food,2,12.01,36.01,12.5,Season Ticket Holder,Cash,Stand 1,4.7,19297,Thursday
TXN01534,Philadelphia Flyers,3/20/2026,Regular Season,General,Food,2,7.37,10.95,8.3,Season Ticket Holder,Credit Card,Stand 3,14.1,18376,Saturday
TXN01535,Pittsburgh Penguins,4/22/2026,Playoff,General,Food,1,10.21,17.37,17.9,Single-Game,Mobile Pay,Stand 2,7.6,19261,Friday
TXN01536,Pittsburgh Penguins,4/10/2026,Regular Season,General,Beverage,1,11.05,17.12,10.1,Single-Game,Credit Card,Stand 1,3.7,18527,Friday
TXN01537,Philadelphia Flyers,11/10/2025,Regular Season,Club,Beverage,1,12.98,5,5.3,Season Ticket Holder,Mobile Pay,Stand 4,7,18159,Saturday
TXN01538,Philadelphia Flyers,12/10/2025,Regular Season,General,Beverage,3,14.15,61.3,5.1,Season Ticket Holder,Mobile Pay,Stand 1,11.6,18853,Wednesday
TXN01539,Philadelphia Flyers,12/23/2025,Regular Season,Club,Beverage,1,15.26,7.84,1,Single-Game,Credit Card,Stand 3,12.4,18956,Saturday
TXN01540,Pittsburgh Penguins,3/14/2026,Regular Season,General,Beverage,1,9.94,13.12,8.3,Season Ticket Holder,Credit Card,Stand 2,3.8,18494,Saturday
TXN01541,Philadelphia Flyers,10/26/2025,Regular Season,Suite,Beverage,1,13.41,13.53,1,Single-Game,Credit Card,Stand 2,2,18498,Friday
TXN01542,Philadelphia Flyers,4/4/2026,Regular Season,General,Merchandise,2,24.97,60.62,6.7,Single-Game,Mobile Pay,Stand 1,2.3,19469,Saturday
TXN01543,Philadelphia Flyers,3/13/2026,Regular Season,Club,Food,1,13.27,5,4,Single-Game,Mobile Pay,Stand 4,0.8,17754,Sunday
TXN01544,Philadelphia Flyers,3/3/2026,Regular Season,General,Beverage,2,13.37,27.73,1,Single-Game,Cash,Stand 1,5.7,18851,Thursday
TXN01545,Philadelphia Flyers,11/27/2025,Regular Season,General,Beverage,1,12.34,5,2.6,Season Ticket Holder,Credit Card,Stand 3,3.4,18797,Saturday
TXN01546,Philadelphia Flyers,4/24/2026,Regular Season,General,Beverage,2,13.04,27.46,3.6,Season Ticket Holder,Credit Card,Stand 4,0.7,18101,Thursday
TXN01547,Pittsburgh Penguins,2/12/2026,Playoff,Club,Food,1,13.47,22.94,15.7,Season Ticket Holder,Mobile Pay,Stand 4,4,19652,Friday
TXN01548,Pittsburgh Penguins,11/17/2025,Regular Season,Club,Beverage,2,13.56,20.94,3.5,Season Ticket Holder,Mobile Pay,Stand 2,8.5,19000,Tuesday
TXN01549,Philadelphia Flyers,4/16/2026,Regular Season,General,Food,1,8.87,5,6.6,Season Ticket Holder,Credit Card,Stand 1,10.1,17856,Friday
TXN01550,Pittsburgh Penguins,11/25/2025,Playoff,General,Merchandise,2,32.46,59.62,15.6,Single-Game,Credit Card,Stand 4,9.1,17389,Saturday
TXN01551,Philadelphia Flyers,2/1/2026,Regular Season,Suite,Beverage,3,13.75,40.03,3,Season Ticket Holder,Credit Card,Stand 1,3.4,19373,Wednesday
TXN01552,Philadelphia Flyers,3/30/2026,Regular Season,General,Food,1,12.11,13.11,5.5,Single-Game,Cash,Stand 3,8.5,20000,Tuesday
TXN01553,Philadelphia Flyers,4/23/2026,Playoff,General,Food,1,11.54,12.39,13.3,Single-Game,Cash,Stand 3,1.6,19527,Thursday
TXN01554,Philadelphia Flyers,11/10/2025,Regular Season,General,Merchandise,1,25.3,22.88,8.3,Single-Game,Mobile Pay,Stand 1,1.8,20000,Sunday
TXN01555,Pittsburgh Penguins,2/19/2026,Playoff,Club,Food,1,10.53,21.92,23,Single-Game,Mobile Pay,Stand 4,13.5,18536,Sunday
TXN01556,Pittsburgh Penguins,3/19/2026,Regular Season,General,Beverage,1,8.2,10.06,1,Season Ticket Holder,Credit Card,Stand 4,6.9,18503,Saturday
TXN01557,Pittsburgh Penguins,3/13/2026,Regular Season,General,Beverage,2,12.16,26.5,4.8,Single-Game,Credit Card,Stand 3,10.1,18616,Monday
TXN01558,Philadelphia Flyers,10/30/2025,Playoff,General,Food,1,11.59,10.86,20.4,Season Ticket Holder,Credit Card,Stand 3,1.8,18104,Wednesday
TXN01559,Philadelphia Flyers,12/11/2025,Playoff,Club,Beverage,1,9.88,9.8,8.4,Season Ticket Holder,Credit Card,Stand 3,0.1,20000,Thursday
TXN01560,Pittsburgh Penguins,11/22/2025,Regular Season,Club,Beverage,2,9.43,17.57,5.9,Season Ticket Holder,Credit Card,Stand 1,10.8,17880,Friday
